name,code
翔宇医疗,688626
启明信息,002232
比亚迪,002594
红旗连锁,002697
惠而浦,600983
凯赛生物,688065
中晟高科,002778
苏奥传感,300507
三峡能源,600905
奥特维,688516
北新建材,000786
华发股份,600325
清溢光电,688138
恒林股份,603661
中复神鹰,688295
杰恩设计,300668
中源家居,603709
上海艾录,301062
联创电子,002036
康尼机电,603111
大参林,603233
福能股份,600483
凯立新材,688269
国盛智科,688558
爱威科技,688067
新宙邦,300037
中持股份,603903
友讯达,300514
顾家家居,603816
钢研纳克,300797
顺博合金,002996
和林微纳,688661
三角轮胎,601163
山西焦煤,000983
桐昆股份,601233
南京医药,600713
新华文轩,601811
美尔雅,600107
广深铁路,601333
泰达股份,000652
康欣新材,600076
中国东航,600115
中路股份,600818
德联集团,002666
新日股份,603787
康众医疗,688607
海利生物,603718
凤凰光学,600071
中国海防,600764
九鼎投资,600053
深南电A,000037
波导股份,600130
昆仑万维,300418
巨轮智能,002031
中辰股份,300933
海油工程,600583
浙江仙通,603239
富临运业,002357
松原股份,300893
艾德生物,300685
迈拓股份,301006
通达电气,603390
杭钢股份,600126
优彩资源,002998
臻镭科技,688270
雷柏科技,002577
百合花,603823
扬帆新材,300637
安联锐视,301042
维力医疗,603309
国新能源,600617
瑞鹄模具,002997
安徽建工,600502
山大地纬,688579
冠昊生物,300238
襄阳轴承,000678
李子园,605337
华昌化工,002274
宏创控股,002379
高乐股份,002348
星辉环材,300834
科伦药业,002422
中洲控股,000042
文投控股,600715
三川智慧,300066
盈建科,300935
宏达电子,300726
纽威数控,688697
万祥科技,301180
新劲刚,300629
玉马遮阳,300993
皖通高速,600012
中广天择,603721
神剑股份,002361
普路通,002769
德迈仕,301007
康辰药业,603590
同大股份,300321
超声电子,000823
华天科技,002185
银宝山新,002786
万通智控,300643
浙海德曼,688577
汇源通信,000586
翔鹭钨业,002842
鸿富瀚,301086
安诺其,300067
先导智能,300450
华媒控股,000607
学大教育,000526
江丰电子,300666
中再资环,600217
金麒麟,603586
新智认知,603869
博汇科技,688004
绿岛风,301043
金三江,301059
千金药业,600479
同兴达,002845
贝因美,002570
浙江力诺,300838
百邦科技,300736
国华网安,000004
海信家电,000921
南极电商,002127
北信源,300352
恒瑞医药,600276
赛意信息,300687
越博动力,300742
中原高速,600020
东材科技,601208
唐德影视,300426
纽威股份,603699
尤安设计,300983
海鸥股份,603269
光峰科技,688007
轻纺城,600790
海欣股份,600851
欧菲光,002456
隧道股份,600820
博俊科技,300926
淮河能源,600575
恒生电子,600570
阳光照明,600261
美芝股份,002856
杰普特,688025
翱捷科技,688220
金道科技,301279
东方银星,600753
*ST广珠,600382
金诚信,603979
金浦钛业,000545
天齐锂业,002466
新光光电,688011
仕佳光子,688313
朗特智能,300916
龙江交通,601188
哈尔斯,002615
长缆科技,002879
晋控煤业,601001
永新股份,002014
特变电工,600089
瑞凌股份,300154
通源环境,688679
晶盛机电,300316
城市传媒,600229
东鹏控股,003012
金博股份,688598
欣旺达,300207
宁水集团,603700
通宇通讯,002792
华嵘控股,600421
宋城演艺,300144
通程控股,000419
华工科技,000988
香飘飘,603711
联泰环保,603797
华安鑫创,300928
怡合达,301029
美克家居,600337
宝鹰股份,002047
银河磁体,300127
锋尚文化,300860
征和工业,003033
浙江富润,600070
抚顺特钢,600399
万泽股份,000534
鲍斯股份,300441
用友网络,600588
甘肃电投,000791
方邦股份,688020
奥特迅,002227
融捷健康,300247
长春高新,000661
弘讯科技,603015
晶科能源,688223
正元地信,688509
新北洋,002376
实丰文化,002862
三利谱,002876
兆驰股份,002429
赛象科技,002337
南京聚隆,300644
力量钻石,301071
海天股份,603759
莲花健康,600186
三元股份,600429
内蒙华电,600863
惠达卫浴,603385
铁建重工,688425
紫光股份,000938
光威复材,300699
大叶股份,300879
世运电路,603920
震有科技,688418
杭氧股份,002430
泰坦科技,688133
恒天海龙,000677
兰州黄河,000929
中新集团,601512
健友股份,603707
重药控股,000950
*ST利源,002501
招商港口,001872
长城军工,601606
云海金属,002182
贝达药业,300558
中国重汽,000951
铂科新材,300811
神农集团,605296
南亚新材,688519
紫光国微,002049
岱美股份,603730
福莱蒽特,605566
多瑞医药,301075
中能电气,300062
龙溪股份,600592
新奥股份,600803
兰生股份,600826
胜蓝股份,300843
南模生物,688265
中信海直,000099
美邦股份,605033
中银绒业,000982
快克股份,603203
青云科技,688316
华翔股份,603112
能科科技,603859
德展健康,000813
佳云科技,300242
中航西飞,000768
山石网科,688030
复旦张江,688505
欢乐家,300997
动力新科,600841
三超新材,300554
邵阳液压,301079
司太立,603520
江西长运,600561
永吉股份,603058
南方轴承,002553
宏川智慧,002930
中简科技,300777
万里马,300591
春秋电子,603890
威帝股份,603023
乐普医疗,300003
咸亨国际,605056
捷顺科技,002609
超讯通信,603322
达安基因,002030
科远智慧,002380
莎普爱思,603168
格尔软件,603232
法狮龙,605318
*ST华昌,300278
川环科技,300547
新益昌,688383
丽珠集团,000513
兴森科技,002436
奥克股份,300082
四川长虹,600839
容百科技,688005
迪威尔,688377
新兴铸管,000778
迦南智能,300880
西部矿业,601168
长鸿高科,605008
康力电梯,002367
可孚医疗,301087
ST中珠,600568
河钢股份,000709
深圳能源,000027
风华高科,000636
中京电子,002579
美思德,603041
亚威股份,002559
宇通重工,600817
百润股份,002568
晶瑞电材,300655
紫晶存储,688086
金螳螂,002081
庞大集团,601258
高铁电气,688285
*ST厦华,600870
新世界,600628
明阳电路,300739
恒宇信通,300965
日月股份,603218
晨鸣纸业,000488
石化油服,600871
博天环境,603603
吉华集团,603980
欧林生物,688319
洁美科技,002859
广田集团,002482
晨丰科技,603685
荣泰健康,603579
迪瑞医疗,300396
蓝海华腾,300484
芯导科技,688230
华伍股份,300095
国科微,300672
金花股份,600080
浙版传媒,601921
人民网,603000
创世纪,300083
首开股份,600376
江河集团,601886
华秦科技,688281
顺丰控股,002352
奥福环保,688021
伟明环保,603568
楚天高速,600035
重庆百货,600729
金溢科技,002869
乐歌股份,300729
江南高纤,600527
盛洋科技,603703
硕世生物,688399
法尔胜,000890
安徽合力,600761
易明医药,002826
新凤鸣,603225
皇台酒业,000995
英联股份,002846
上海凯鑫,300899
中源协和,600645
金龙羽,002882
统联精密,688210
青岛双星,000599
ST北文,000802
北方导航,600435
维尔利,300190
九州通,600998
钧达股份,002865
上海医药,601607
东珠生态,603359
慈文传媒,002343
鸿博股份,002229
日海智能,002313
张江高科,600895
川润股份,002272
溢多利,300381
神马电力,603530
深科达,688328
信濠光电,301051
福田汽车,600166
兆威机电,003021
吉大正元,003029
捷捷微电,300623
宁波韵升,600366
奇德新材,300995
金能科技,603113
舒华体育,605299
罗莱生活,002293
雅克科技,002409
尚荣医疗,002551
光线传媒,300251
钢研高纳,300034
赛摩智能,300466
ST新海,002089
中伟股份,300919
大众交通,600611
汇川技术,300124
长龄液压,605389
常铝股份,002160
澳柯玛,600336
马应龙,600993
金徽酒,603919
南华仪器,300417
昆药集团,600422
梅雁吉祥,600868
德才股份,605287
腾信股份,300392
霍普股份,301024
雪龙集团,603949
四川九洲,000801
君正集团,601216
徕木股份,603633
凯恩股份,002012
浙江建投,002761
百普赛斯,301080
友发集团,601686
嘉化能源,600273
柳工,000528
华源控股,002787
振华重工,600320
雪松发展,002485
万达信息,300168
新疆众和,600888
兴蓉环境,000598
云南锗业,002428
山东药玻,600529
铂力特,688333
奥飞数据,300738
天坛生物,600161
ST花王,603007
顺网科技,300113
大全能源,688303
陕天然气,002267
华邦健康,002004
美畅股份,300861
立高食品,300973
菲林格尔,603226
通达股份,002560
精测电子,300567
聚辰股份,688123
华灿光电,300323
欣锐科技,300745
明冠新材,688560
湖北能源,000883
力合科创,002243
新天然气,603393
春秋航空,601021
科力远,600478
盈趣科技,002925
美亚光电,002690
集泰股份,002909
开能健康,300272
长江传媒,600757
美年健康,002044
龙利得,300883
三变科技,002112
ST目药,600671
永利股份,300230
赛科希德,688338
奇正藏药,002287
柳药股份,603368
铭普光磁,002902
同仁堂,600085
山煤国际,600546
尚品宅配,300616
珍宝岛,603567
润都股份,002923
上海莱士,002252
晶丰明源,688368
东方中科,002819
上海梅林,600073
上海环境,601200
中科微至,688211
中航沈飞,600760
东方材料,603110
再升科技,603601
电工合金,300697
勤上股份,002638
百川能源,600681
海利尔,603639
惠伦晶体,300460
金冠电气,688517
鲁抗医药,600789
科华控股,603161
华神科技,000790
运盛医疗,600767
我乐家居,603326
信邦制药,002390
华宏科技,002645
瑞尔特,002790
方正电机,002196
山东章鼓,002598
华夏航空,002928
康泰医学,300869
中航重机,600765
中国国航,601111
采纳股份,301122
湘邮科技,600476
神通科技,605228
弘亚数控,002833
晓鸣股份,300967
金轮股份,002722
奋达科技,002681
寒锐钴业,300618
粤电力Ａ,000539
振东制药,300158
每日互动,300766
嘉事堂,002462
紫金矿业,601899
法兰泰克,603966
富祥药业,300497
达刚控股,300103
宜华健康,000150
中国卫通,601698
中文在线,300364
万润股份,002643
光洋股份,002708
劲仔食品,003000
江铃汽车,000550
中科海讯,300810
仁东控股,002647
上海机电,600835
德方纳米,300769
炼石航空,000697
寒武纪,688256
西安饮食,000721
渤海轮渡,603167
*ST沈机,000410
金百泽,301041
皖维高新,600063
中威电子,300270
首旅酒店,600258
久量股份,300808
当虹科技,688039
冠石科技,605588
三峰环境,601827
悦安新材,688786
三一重工,600031
加加食品,002650
三角防务,300775
城建发展,600266
天下秀,600556
新瀚新材,301076
楚天科技,300358
黑牡丹,600510
皖仪科技,688600
航天信息,600271
长园集团,600525
建新股份,300107
天准科技,688003
工大高科,688367
中集集团,000039
金刚玻璃,300093
当代文体,600136
昊华科技,600378
中信重工,601608
国光股份,002749
祥生医疗,688358
德赛电池,000049
广西广电,600936
景兴纸业,002067
粤传媒,002181
龙宇燃油,603003
拓尔思,300229
科思科技,688788
中化岩土,002542
中英科技,300936
科德数控,688305
美亚柏科,300188
万向钱潮,000559
英威腾,002334
金城医药,300233
电声股份,300805
交控科技,688015
甘源食品,002991
柳化股份,600423
迪马股份,600565
平潭发展,000592
安井食品,603345
鹏鹞环保,300664
掌阅科技,603533
白云机场,600004
金力永磁,300748
灿勤科技,688182
三维通信,002115
广聚能源,000096
大庆华科,000985
皖新传媒,601801
台华新材,603055
中国长城,000066
山东黄金,600547
沪电股份,002463
盘江股份,600395
东方能源,000958
百胜智能,301083
爱普股份,603020
标准股份,600302
天永智能,603895
南京熊猫,600775
展鹏科技,603488
深纺织Ａ,000045
锦州港,600190
科兴制药,688136
万德斯,688178
深物业A,000011
和而泰,002402
华泰股份,600308
天智航,688277
安居宝,300155
海南橡胶,601118
长鹰信质,002664
上海瀚讯,300762
锋龙股份,002931
申华控股,600653
兔宝宝,002043
旷达科技,002516
天富能源,600509
安道麦A,000553
格科微,688728
奥飞娱乐,002292
云内动力,000903
聚力文化,002247
皖通科技,002331
凌云股份,600480
怡达股份,300721
ST顺利,000606
国药现代,600420
志邦家居,603801
蓝晓科技,300487
安靠智电,300617
佳隆股份,002495
大业股份,603278
品高股份,688227
宜通世纪,300310
德尔股份,300473
正弦电气,688395
国轩高科,002074
浙江震元,000705
毅昌科技,002420
中国中免,601888
共达电声,002655
三达膜,688101
华映科技,000536
显盈科技,301067
国联股份,603613
浙江美大,002677
宝莱特,300246
江苏雷利,300660
确成股份,605183
万丰奥威,002085
一心堂,002727
神驰机电,603109
永新光学,603297
冠盛股份,605088
瀚川智能,688022
康达新材,002669
旋极信息,300324
君禾股份,603617
世纪天鸿,300654
起帆电缆,605222
实益达,002137
德艺文创,300640
爱尔眼科,300015
豫园股份,600655
明微电子,688699
国城矿业,000688
华立股份,603038
天安新材,603725
久吾高科,300631
正虹科技,000702
海创药业,688302
赣能股份,000899
国光电器,002045
顺钠股份,000533
沪宁股份,300669
矩子科技,300802
雄塑科技,300599
光库科技,300620
中国中冶,601618
高凌信息,688175
卓越新能,688196
电光科技,002730
大博医疗,002901
成飞集成,002190
雷科防务,002413
机器人,300024
亚翔集成,603929
正业科技,300410
光迅科技,002281
一汽富维,600742
海航科技,600751
巨星科技,002444
西王食品,000639
九典制药,300705
东方时尚,603377
中鼎股份,000887
罗普特,688619
英科医疗,300677
飞乐音响,600651
亿嘉和,603666
天融信,002212
德固特,300950
福日电子,600203
中炬高新,600872
国安达,300902
秦安股份,603758
奕瑞科技,688301
星期六,002291
同为股份,002835
汉商集团,600774
丽岛新材,603937
麦捷科技,300319
泰胜风能,300129
振德医疗,603301
三祥新材,603663
东北制药,000597
拉卡拉,300773
泰福泵业,300992
健康元,600380
上海沪工,603131
宇信科技,300674
锦江酒店,600754
彩虹集团,003023
潍柴动力,000338
上峰水泥,000672
力生制药,002393
仙乐健康,300791
中油工程,600339
航亚科技,688510
闽东电力,000993
德尔未来,002631
灵康药业,603669
中国中期,000996
特锐德,300001
洪都航空,600316
润建股份,002929
利德曼,300289
天微电子,688511
中国卫星,600118
建研院,603183
健麾信息,605186
卓锦股份,688701
飞亚达,000026
拓邦股份,002139
游族网络,002174
桂林三金,002275
兆丰股份,300695
线上线下,300959
海亮股份,002203
朗新科技,300682
涪陵电力,600452
恒盛能源,605580
内蒙新华,603230
二六三,002467
华电国际,600027
荣安地产,000517
葵花药业,002737
洲际油气,600759
长荣股份,300195
映翰通,688080
软通动力,301236
穗恒运Ａ,000531
山河智能,002097
数字认证,300579
威海广泰,002111
浙江医药,600216
瑞康医药,002589
复星医药,600196
重庆燃气,600917
江航装备,688586
海普瑞,002399
贵州百灵,002424
仲景食品,300908
深赛格,000058
欣天科技,300615
美诺华,603538
日丰股份,002953
伊之密,300415
日照港,600017
麦迪科技,603990
思美传媒,002712
佰奥智能,300836
伯特利,603596
元琛科技,688659
珠海港,000507
方直科技,300235
科达利,002850
辽宁能源,600758
中国电研,688128
东方园林,002310
国邦医药,605507
美盈森,002303
旭光电子,600353
金融街,000402
苏常柴Ａ,000570
卫光生物,002880
勘设股份,603458
康拓医疗,688314
中远海发,601866
晋控电力,000767
南网能源,003035
青山纸业,600103
太原重工,600169
凤凰股份,600716
永福股份,300712
兆日科技,300333
滨海能源,000695
天邦股份,002124
鸿泉物联,688288
罗普斯金,002333
天玑科技,300245
鸥玛软件,301185
天津港,600717
通用股份,601500
南方传媒,601900
移为通信,300590
赛轮轮胎,601058
鞍钢股份,000898
银邦股份,300337
均胜电子,600699
玲珑轮胎,601966
华铁股份,000976
永安药业,002365
双成药业,002693
三花智控,002050
华瑞股份,300626
弘信电子,300657
安通控股,600179
神州泰岳,300002
协鑫集成,002506
安硕信息,300380
中信特钢,000708
ST升达,002259
家家悦,603708
西藏天路,600326
首钢股份,000959
广汽集团,601238
力盛赛车,002858
兴瑞科技,002937
心脉医疗,688016
三鑫医疗,300453
新华医疗,600587
重庆钢铁,601005
地铁设计,003013
宝馨科技,002514
法拉电子,600563
太极实业,600667
威胜信息,688100
康盛股份,002418
南网科技,688248
八方股份,603489
可立克,002782
广生堂,300436
亚太股份,002284
亚普股份,603013
卡倍亿,300863
大亚圣象,000910
电科院,300215
山东钢铁,600022
大西洋,600558
卓翼科技,002369
壹网壹创,300792
正泰电器,601877
东亚药业,605177
苏博特,603916
万集科技,300552
弘业股份,600128
华培动力,603121
纬德信息,688171
天铁股份,300587
铜冠铜箔,301217
海天瑞声,688787
得邦照明,603303
中航光电,002179
中色股份,000758
华新水泥,600801
*ST赛为,300044
中原环保,000544
香雪制药,300147
楚江新材,002171
恒铭达,002947
天元股份,003003
宏发股份,600885
吉林高速,601518
赢合科技,300457
万盛股份,603010
网达软件,603189
迈信林,688685
济民医疗,603222
康惠制药,603139
品茗股份,688109
乾照光电,300102
普邦股份,002663
中金黄金,600489
博瑞医药,688166
新美星,300509
世纪瑞尔,300150
欧普康视,300595
力源信息,300184
汉宇集团,300403
特一药业,002728
博腾股份,300363
嘉诚国际,603535
大商股份,600694
居然之家,000785
奥普光电,002338
珈伟新能,300317
宏昌科技,301008
振华科技,000733
通宝能源,600780
启迪药业,000590
因赛集团,300781
瑞纳智能,301129
川仪股份,603100
阿科力,603722
金风科技,002202
科博达,603786
澄天伟业,300689
常宝股份,002478
美瑞新材,300848
悦达投资,600805
三木集团,000632
妙可蓝多,600882
豆神教育,300010
天源环保,301127
国网英大,600517
明牌珠宝,002574
长远锂科,688779
武汉凡谷,002194
帝欧家居,002798
协创数据,300857
普利特,002324
金奥博,002917
凯旺科技,301182
坚朗五金,002791
睿能科技,603933
国机重装,601399
深桑达Ａ,000032
渤海化学,600800
维科技术,600152
雷尔伟,301016
鼎信通讯,603421
江西铜业,600362
中科电气,300035
和元生物,688238
华大基因,300676
中红医疗,300981
江龙船艇,300589
三人行,605168
东方电子,000682
英维克,002837
龙蟠科技,603906
三德科技,300515
精达股份,600577
科林电气,603050
光正眼科,002524
天晟新材,300169
药明康德,603259
金杯汽车,600609
晶科科技,601778
美力科技,300611
美康生物,300439
中国外运,601598
台基股份,300046
普利制药,300630
彩讯股份,300634
伟创电气,688698
锦江在线,600650
艾迪药业,688488
中直股份,600038
科达制造,600499
节能风电,601016
泛亚微透,688386
天域生态,603717
白云电器,603861
银泰黄金,000975
汉钟精机,002158
屹通新材,300930
万讯自控,300112
宝塔实业,000595
集智股份,300553
经纬辉开,300120
物产中大,600704
奥特佳,002239
吉大通信,300597
运达科技,300440
汇纳科技,300609
豪美新材,002988
恒锋工具,300488
双乐股份,301036
远东股份,600869
中国科传,601858
大唐发电,601991
沈阳化工,000698
胜利精密,002426
银禧科技,300221
贝斯特,300580
兴图新科,688081
壹石通,688733
瑞斯康达,603803
泰林生物,300813
鸿远电子,603267
精功科技,002006
洲明科技,300232
圣阳股份,002580
鲁阳节能,002088
GQY视讯,300076
艾可蓝,300816
北玻股份,002613
玉禾田,300815
姚记科技,002605
民德电子,300656
高德红外,002414
航锦科技,000818
骆驼股份,601311
博通股份,600455
理工导航,688282
网宿科技,300017
慧辰股份,688500
中船应急,300527
天鹅股份,603029
天奥电子,002935
纳思达,002180
海达股份,300320
立中集团,300428
慈星股份,300307
名雕股份,002830
航天机电,600151
大恒科技,600288
海信视像,600060
甘李药业,603087
深深房Ａ,000029
航天发展,000547
锐奇股份,300126
锐新科技,300828
浩丰科技,300419
浙江鼎力,603338
冠捷科技,000727
华信新材,300717
通化金马,000766
海尔生物,688139
贤丰控股,002141
珠海中富,000659
合兴股份,605005
宝新能源,000690
科拓生物,300858
中铁工业,600528
长江通信,600345
宝胜股份,600973
建投能源,000600
恒逸石化,000703
筑博设计,300564
行动教育,605098
亿利达,002686
中南文化,002445
绿盟科技,300369
中国国贸,600007
煜邦电力,688597
禾迈股份,688032
石英股份,603688
中亚股份,300512
海油发展,600968
光启技术,002625
本钢板材,000761
海螺型材,000619
西部超导,688122
久远银海,002777
蓝黛科技,002765
国电南自,600268
华强科技,688151
上海凯宝,300039
浙江恒威,301222
京北方,002987
祁连山,600720
莱尔科技,688683
通裕重工,300185
横店影视,603103
天能股份,688819
欧比特,300053
劲拓股份,300400
辉煌科技,002296
苏宁易购,002024
东华软件,002065
达瑞电子,300976
济南高新,600807
聚合顺,605166
科大国创,300520
宁波华翔,002048
天地数码,300743
诚邦股份,603316
电气风电,688660
东易日盛,002713
明月镜片,301101
正帆科技,688596
柯利达,603828
新天科技,300259
回天新材,300041
金丹科技,300829
广哈通信,300711
世嘉科技,002796
东港股份,002117
华森制药,002907
嘉美包装,002969
中国电建,601669
丽尚国潮,600738
中潜股份,300526
贵州燃气,600903
华创阳安,600155
河钢资源,000923
蒙娜丽莎,002918
香农芯创,300475
大连重工,002204
信安世纪,688201
善水科技,301190
宝钢包装,601968
国电南瑞,600406
盘龙药业,002864
天银机电,300342
中关村,000931
蓝色光标,300058
超捷股份,301005
万达电影,002739
和仁科技,300550
立华股份,300761
香溢融通,600830
振江股份,603507
赛升药业,300485
先进数通,300541
中国化学,601117
普洛药业,000739
淳中科技,603516
金时科技,002951
嘉必优,688089
福达合金,603045
鱼跃医疗,002223
巨化股份,600160
康隆达,603665
东方通信,600776
金龙汽车,600686
派瑞股份,300831
方大集团,000055
尔康制药,300267
圣泉集团,605589
市北高新,600604
特力Ａ,000025
捷佳伟创,300724
键凯科技,688356
联合光电,300691
三安光电,600703
捷成股份,300182
宣亚国际,300612
新通联,603022
亿帆医药,002019
文峰股份,601010
东方国信,300166
华菱精工,603356
星光农机,603789
国风新材,000859
绿的谐波,688017
金雷股份,300443
上海电影,601595
全信股份,300447
武进不锈,603878
利柏特,605167
东睦股份,600114
透景生命,300642
新余国科,300722
益盛药业,002566
亚邦股份,603188
高鸿股份,000851
泉阳泉,600189
康平科技,300907
炬华科技,300360
派生科技,300176
通威股份,600438
皮阿诺,002853
濮阳惠成,300481
ST林重,002535
东软载波,300183
理邦仪器,300206
山水比德,300844
中文传媒,600373
柯力传感,603662
美晨生态,300237
恒顺醋业,600305
金石亚药,300434
视觉中国,000681
华致酒行,300755
英杰电气,300820
神马股份,600810
中通客车,000957
新疆交建,002941
ST安控,300370
三维化学,002469
今创集团,603680
万胜智能,300882
志特新材,300986
聆达股份,300125
纳川股份,300198
喜临门,603008
华闻集团,000793
吉贝尔,688566
聚灿光电,300708
赛腾股份,603283
激智科技,300566
沃顿科技,000920
中元股份,300018
奥雅设计,300949
小商品城,600415
东杰智能,300486
诺力股份,603611
木林森,002745
王子新材,002735
兆讯传媒,301102
ST中昌,600242
天药股份,600488
湘油泵,603319
华达新材,605158
中科三环,000970
动力源,600405
联科科技,001207
博世科,300422
西大门,605155
测绘股份,300826
天山股份,000877
中创环保,300056
新诺威,300765
科森科技,603626
华旺科技,605377
云路股份,688190
山东矿机,002526
四方股份,601126
齐峰新材,002521
光韵达,300227
天汽模,002510
英诺激光,301021
兴化股份,002109
浙江新能,600032
先锋电子,002767
和顺科技,301237
赛诺医疗,688108
联赢激光,688518
高斯贝尔,002848
厦门港务,000905
四维图新,002405
美丽生态,000010
广大特材,688186
天利科技,300399
申联生物,688098
诺德股份,600110
博睿数据,688229
日出东方,603366
南方航空,600029
博汇股份,300839
中新药业,600329
华民股份,300345
中旗股份,300575
泰豪科技,600590
柳钢股份,601003
金隅集团,601992
安科生物,300009
益生股份,002458
基蛋生物,603387
维康药业,300878
创维数字,000810
北京利尔,002392
盛通股份,002599
中材科技,002080
罗牛山,000735
利亚德,300296
深城交,301091
垒知集团,002398
炬芯科技,688049
正和生态,605069
优刻得,688158
莱茵体育,000558
城发环境,000885
昇辉科技,300423
特发服务,300917
南卫股份,603880
云意电气,300304
利和兴,301013
桂东电力,600310
东风科技,600081
科隆股份,300405
华夏幸福,600340
我武生物,300357
亚泰集团,600881
绿城水务,601368
泰晶科技,603738
金证股份,600446
厦门国贸,600755
高争民爆,002827
设研院,300732
天普股份,605255
南都物业,603506
申科股份,002633
华友钴业,603799
万东医疗,600055
富奥股份,000030
金龙鱼,300999
亿纬锂能,300014
易事特,300376
永安行,603776
惠泰医疗,688617
华菱线缆,001208
金牛化工,600722
鼎龙文化,002502
华峰超纤,300180
广汇能源,600256
朗迪集团,603726
京基智农,000048
鹏翎股份,300375
永茂泰,605208
赢时胜,300377
浙富控股,002266
金现代,300830
青岛金王,002094
来伊份,603777
*ST明科,600091
巨一科技,688162
南凌科技,300921
华联控股,000036
吉电股份,000875
当升科技,300073
易联众,300096
幸福蓝海,300528
和顺石油,603353
中金岭南,000060
万里扬,002434
永创智能,603901
广电网络,600831
厦门象屿,600057
东方电气,600875
大金重工,002487
双杰电气,300444
捷强装备,300875
亨迪药业,301211
华菱钢铁,000932
黄河旋风,600172
*ST基础,600515
中旗新材,001212
银信科技,300231
鑫铂股份,003038
名家汇,300506
宁波高发,603788
浙江黎明,603048
久日新材,688199
远望谷,002161
中天火箭,003009
长春燃气,600333
顾地科技,002694
富煌钢构,002743
中国石油,601857
蠡湖股份,300694
福星股份,000926
国茂股份,603915
顺发恒业,000631
恒邦股份,002237
麒盛科技,603610
浪潮软件,600756
雷曼光电,300162
梦天家居,603216
三丰智能,300276
三诺生物,300298
安车检测,300572
奥维通信,002231
金发科技,600143
金固股份,002488
金冠股份,300510
康强电子,002119
中嘉博创,000889
电广传媒,000917
科瑞技术,002957
中远海科,002401
金一文化,002721
中锐股份,002374
航天动力,600343
如通股份,603036
晓程科技,300139
海联讯,300277
创源股份,300703
英可瑞,300713
英特集团,000411
*ST众泰,000980
龙大美食,002726
新天绿能,600956
超华科技,002288
成都先导,688222
江特电机,002176
敏芯股份,688286
远光软件,002063
中科云网,002306
喜悦智行,301198
盛屯矿业,600711
力星股份,300421
继峰股份,603997
包钢股份,600010
精伦电子,600355
五洲交通,600368
京威股份,002662
法本信息,300925
中体产业,600158
金陵药业,000919
永东股份,002753
建业股份,603948
中触媒,688267
许继电气,000400
永清环保,300187
中铁特货,001213
*ST聚龙,300202
瑞丰光电,300241
百洋医药,301015
贵研铂业,600459
左江科技,300799
ST瑞德,600666
利欧股份,002131
北方稀土,600111
方盛制药,603998
积成电子,002339
保利联合,002037
天沃科技,002564
世茂股份,600823
湘潭电化,002125
林海股份,600099
中国西电,601179
中贝通信,603220
仁度生物,688193
二三四五,002195
科创新源,300731
星源材质,300568
新雷能,300593
TCL科技,000100
艾比森,300389
九强生物,300406
中国铁物,000927
合盛硅业,603260
锐科激光,300747
*ST华讯,000687
贵航股份,600523
盛视科技,002990
锐明技术,002970
华铭智能,300462
海王生物,000078
江海股份,002484
迦南科技,300412
潮宏基,002345
昇兴股份,002752
新大陆,000997
岳阳林纸,600963
太阳能,000591
天润工业,002283
申昊科技,300853
联得装备,300545
正海磁材,300224
华北制药,600812
仙坛股份,002746
鹏辉能源,300438
帝科股份,300842
万业企业,600641
宏微科技,688711
南山铝业,600219
飞荣达,300602
*ST金洲,000587
瑞普生物,300119
博彦科技,002649
铁龙物流,600125
鄂尔多斯,600295
航发科技,600391
东软集团,600718
上工申贝,600843
合力科技,603917
汇绿生态,001267
豫能控股,001896
东方电热,300217
航天长峰,600855
博瑞传播,600880
大丰实业,603081
凯利泰,300326
华丽家族,600503
格林美,002340
兄弟科技,002562
威唐工业,300707
浙数文化,600633
中材节能,603126
煌上煌,002695
世纪华通,002602
千方科技,002373
中船防务,600685
千味央厨,001215
金钼股份,601958
友阿股份,002277
鹭燕医药,002788
棒杰股份,002634
通达动力,002576
盾安环境,002011
纳尔股份,002825
东瑞股份,001201
鑫科材料,600255
南钢股份,600282
ST荣华,600311
丰林集团,601996
东旭蓝天,000040
亚厦股份,002375
瀛通通讯,002861
天龙集团,300063
天润乳业,600419
华阳国际,002949
博拓生物,688767
华金资本,000532
中衡设计,603017
智光电气,002169
润欣科技,300493
沧州明珠,002108
海宁皮城,002344
老板电器,002508
狄耐克,300884
金陵体育,300651
广东宏大,002683
中环装备,300140
京山轻机,000821
鼎捷软件,300378
润达医疗,603108
四会富仕,300852
太钢不锈,000825
利君股份,002651
长城科技,603897
东方嘉盛,002889
嘉泽新能,601619
天通股份,600330
分众传媒,002027
迪贝电气,603320
科融环境,300152
海伦钢琴,300329
中电环保,300172
中石科技,300684
惠泉啤酒,600573
冀东水泥,000401
*ST恒康,002219
天箭科技,002977
精锻科技,300258
苏利股份,603585
上海亚虹,603159
向日葵,300111
赛托生物,300583
利尔化学,002258
江苏国泰,002091
ST天润,002113
利通电子,603629
渤海汽车,600960
紫天科技,300280
厦门钨业,600549
铜峰电子,600237
科大智能,300222
东风汽车,600006
平治信息,300571
飞鹿股份,300665
潍柴重机,000880
华脉科技,603042
烽火电子,000561
星辉娱乐,300043
开勒股份,301070
创兴资源,600193
五洲新春,603667
中捷精工,301072
璞泰来,603659
漳州发展,000753
登云股份,002715
高澜股份,300499
海立股份,600619
*ST海医,600896
安博通,688168
石大胜华,603026
陕鼓动力,601369
亚太实业,000691
南兴股份,002757
棕榈股份,002431
蜀道装备,300540
